#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:47:28       1    156     27     36     49     16      0      0      0      0   2619   1590  11463  11464      0 
 20260905    03:47:33       0     71     27     34      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:47:33       1    192     28     40     71     24      0      0      0      0   2619   1590  11827  11828      0 
 20260905    03:47:38       0     71     27     33      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:47:38       1    201     28     38     72     25      0      0      0      0   2619   1590  11827  11828      0 
 20260905    03:47:43       0     71     27     32      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:47:43       1    206     29     40     43     22      0      0      0      0   2619   1590  11827  11828      0 
 20260905    03:47:48       0     71     27     32      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:47:48       1    199     29     41     71     24      0      0      0      0   2619   1590  11827  11828      0 
 20260905    03:47:53       0     71     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:47:53       1    203     29     42     72     25      0      0      0      0   2619   1590  11827  11828      0 
 20260905    03:47:58       0     71     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:47:58       1    160     28     37     43     15      0      0      0      0   2619   1590  11831  11832      0 
 20260905    03:48:03       0     70     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:03       1    160     28     38     34     12      0      0      0      0   2619   1590  11837  11838      0 
 20260905    03:48:08       0     70     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:08       1    174     28     38     72     24      0      0      0      0   2619   1590  11843  11844      0 
 20260905    03:48:13       0     71     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:13       1    197     29     39     72     24      0      0      0      0   2619   1590  11843  11844      0 
 20260905    03:48:18       0     71     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:18       1    202     29     40     73     25      0      0      0      0   2619   1590  11843  11844      0 
 20260905    03:48:23       0     70     27     33      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:23       1    188     29     39     62     21      0      0      0      0   2619   1590  11843  11844      0 
 20260905    03:48:28       0     70     27     32      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:28       1    200     29     39     73     25      0      0      0      0   2619   1590  11843  11844      0 
 20260905    03:48:33       0     70     27     33      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:48:33       1    205     29     38     70     24      0      0      0      0   2619   1590  11843  11844      0 
